index,original_file_name,relative_path,is_research_paper,suggested_new_filename,final_new_filename,status,message
100,"Gao HS et al.-2016-Geomorhpology-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system, western China.pdf","test1/Gao HS et al.-2016-Geomorhpology-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system, western China.pdf",True,Gao H et al.-2016-Geomorphology-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system western China.pdf,Gao H et al.-2016-Geomorphology-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system western China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gao H et al.-2016-Geomorphology-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system western China.pdf
101,Gao L et al.-2022-MPG-Luminescence dating of a sedimentary sequence in the eastern North__Yellow Sea.pdf,test1/Gao L et al.-2022-MPG-Luminescence dating of a sedimentary sequence in the eastern North__Yellow Sea.pdf,True,Gao L et al.-2022-MPG-Luminescence dating of a sedimentary sequence in the eastern North Yellow Sea.pdf,Gao L et al.-2022-MPG-Luminescence dating of a sedimentary sequence in the eastern North Yellow Sea.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gao L et al.-2022-MPG-Luminescence dating of a sedimentary sequence in the eastern North Yellow Sea.pdf
102,Ge Y et al.-2023-Geomorphology-Incision history of the Mekong River valley revealed by spatially differential exhumation.pdf,test1/Ge Y et al.-2023-Geomorphology-Incision history of the Mekong River valley revealed by spatially differential exhumation.pdf,True,Ge Y et al.-2023-Geomorphology-Incision history of the Mekong River valley revealed by spatially differential exhumation.pdf,Ge Y et al.-2023-Geomorphology-Incision history of the Mekong River valley revealed by spatially differential exhumation (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Ge Y et al.-2023-Geomorphology-Incision history of the Mekong River valley revealed by spatially differential exhumation (2).pdf
103,GeomorphMetamorphism.pdf,test1/GeomorphMetamorphism.pdf,True,Zeitler P et al.-2001-GSA Today-Erosion Himalayan Geodynamics and the Geomorphology of Metamorphism.pdf,Zeitler P et al.-2001-GSA Today-Erosion Himalayan Geodynamics and the Geomorphology of Metamorphism.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zeitler P et al.-2001-GSA Today-Erosion Himalayan Geodynamics and the Geomorphology of Metamorphism.pdf
104,GeomorphologicevidenceofphasedupliftofthenortheasternQinghai-TibetPlateausince14millionyearsago.pdf,test1/GeomorphologicevidenceofphasedupliftofthenortheasternQinghai-TibetPlateausince14millionyearsago.pdf,True,Lu H et al.-2004-GEPUQTP-Geomorphologic evidence of phased uplift of the northeastern Qinghai-Tibet Plateau since 14 million years ago.pdf,Lu H et al.-2004-GEPUQTP-Geomorphologic evidence of phased uplift of the northeastern Qinghai-Tibet Plateau since 14 million years ago.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Lu H et al.-2004-GEPUQTP-Geomorphologic evidence of phased uplift of the northeastern Qinghai-Tibet Plateau since 14 million years ago.pdf
105,Geophysical Research Letters - 2022 - Luo - A Novel Approach for Reconstructing Slip Histories for Bedrock Fault Scarps.pdf,test1/Geophysical Research Letters - 2022 - Luo - A Novel Approach for Reconstructing Slip Histories for Bedrock Fault Scarps.pdf,True,Luo M et al.-2022-GRL-A Novel Approach for Reconstructing Slip Histories for Bedrock Fault Scarps Using Rock Surface Luminescence Dating.pdf,Luo M et al.-2022-GRL-A Novel Approach for Reconstructing Slip Histories for Bedrock Fault Scarps Using Rock Surface Luminescence Dating.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Luo M et al.-2022-GRL-A Novel Approach for Reconstructing Slip Histories for Bedrock Fault Scarps Using Rock Surface Luminescence Dating.pdf
106,Giosan L et al.-2012-PNAS-Fluvial landscapes of the Harappan civilization.pdf,test1/Giosan L et al.-2012-PNAS-Fluvial landscapes of the Harappan civilization.pdf,True,Giosan L et al.-2012-PNAS-Fluvial landscapes of the Harappan civilization.pdf,Giosan L et al.-2012-PNAS-Fluvial landscapes of the Harappan civilization (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Giosan L et al.-2012-PNAS-Fluvial landscapes of the Harappan civilization (2).pdf
107,Glacial geomorphology of the Bayan Har.pdf,test1/Glacial geomorphology of the Bayan Har.pdf,True,Heyman J et al.-2008-JM-Glacial geomorphology of the Bayan Har sector of the NE Tibetan Plateau.pdf,Heyman J et al.-2008-JM-Glacial geomorphology of the Bayan Har sector of the NE Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Heyman J et al.-2008-JM-Glacial geomorphology of the Bayan Har sector of the NE Tibetan Plateau.pdf
108,GodardV etal-2014-Geology-Dominance of tectonics over climate in Himalayan denudation.pdf,test1/GodardV etal-2014-Geology-Dominance of tectonics over climate in Himalayan denudation.pdf,True,Godard V et al.-2014-Geology-Dominance of tectonics over climate in Himalayan denudation.pdf,Godard V et al.-2014-Geology-Dominance of tectonics over climate in Himalayan denudation.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Godard V et al.-2014-Geology-Dominance of tectonics over climate in Himalayan denudation.pdf
109,Gorin AL et al.-2024-Science-Recent tropical Andean glacier retreat is unprecedented in the Holocene.pdf,test1/Gorin AL et al.-2024-Science-Recent tropical Andean glacier retreat is unprecedented in the Holocene.pdf,True,Gorin AL et al.-2024-Science-Recent tropical Andean glacier retreat is unprecedented in the Holocene.pdf,Gorin AL et al.-2024-Science-Recent tropical Andean glacier retreat is unprecedented in the Holocene (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gorin AL et al.-2024-Science-Recent tropical Andean glacier retreat is unprecedented in the Holocene (2).pdf
110,Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf,test1/Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf,True,Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf,Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement (2).pdf
111,"Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins, A methodological advancement.pdf","test1/Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins, A methodological advancement.pdf",True,Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf,Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Goswami K et al.-2024-QG-Luminescence for sedimentary provenance quantification in river basins A methodological advancement.pdf
112,Guide for authors - Earth and Planetary Science Letters - ISSN 0012-821X _ ScienceDirect.com by Elsevier.pdf,test1/Guide for authors - Earth and Planetary Science Letters - ISSN 0012-821X _ ScienceDirect.com by Elsevier.pdf,False,,,skipped,Not a research paper
113,Gupta A-2007-Large Rivers_Geomorphology and Management.pdf,test1/Gupta A-2007-Large Rivers_Geomorphology and Management.pdf,False,,,skipped,Not a research paper
114,"Gutierrez & Stockli-2023-Geology-Fluvial response to Late Pleistocene−Holocene climate change in the Colorado River drainage, central Texas, USA.pdf","test1/Gutierrez & Stockli-2023-Geology-Fluvial response to Late Pleistocene−Holocene climate change in the Colorado River drainage, central Texas, USA.pdf",True,Gutierrez EG & Stockli DF-2023-Geology-Fluvial response to Late PleistoceneHolocene climate change in the Colorado River drainage central Texas USA.pdf,Gutierrez EG & Stockli DF-2023-Geology-Fluvial response to Late PleistoceneHolocene climate change in the Colorado River drainage central Texas USA.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gutierrez EG & Stockli DF-2023-Geology-Fluvial response to Late PleistoceneHolocene climate change in the Colorado River drainage central Texas USA.pdf
115,Haffman-2015-ESR-Sediment residence time and connectivity in non-equilibrium and transient geomorphic systems.pdf,test1/Haffman-2015-ESR-Sediment residence time and connectivity in non-equilibrium and transient geomorphic systems.pdf,True,Hoffmann T-2015-ESR-Sediment residence time and connectivity in non-equilibrium and transient geomorphic systems.pdf,Hoffmann T-2015-ESR-Sediment residence time and connectivity in non-equilibrium and transient geomorphic systems.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hoffmann T-2015-ESR-Sediment residence time and connectivity in non-equilibrium and transient geomorphic systems.pdf
116,Harrison et al.-2019-RG-Luminescence as a Sediment Tracer and Provenance Tool.pdf,test1/Harrison et al.-2019-RG-Luminescence as a Sediment Tracer and Provenance Tool.pdf,True,Gray HJ et al.-2019-RG-Luminescence as a Sediment Tracer and Provenance Tool.pdf,Gray HJ et al.-2019-RG-Luminescence as a Sediment Tracer and Provenance Tool.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Gray HJ et al.-2019-RG-Luminescence as a Sediment Tracer and Provenance Tool.pdf
117,"Hassenruck-Gudipati HJ et al.-2022-ESD-A multi-proxy assessment of terrace formation in the lower Trinity River valley, Texas.pdf","test1/Hassenruck-Gudipati HJ et al.-2022-ESD-A multi-proxy assessment of terrace formation in the lower Trinity River valley, Texas.pdf",True,Hassenrück-Gudipati HJ et al.-2022-ESD-A multi-proxy assessment of terrace formation in the lower Trinity River valley Texas.pdf,Hassenrück-Gudipati HJ et al.-2022-ESD-A multi-proxy assessment of terrace formation in the lower Trinity River valley Texas.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hassenrück-Gudipati HJ et al.-2022-ESD-A multi-proxy assessment of terrace formation in the lower Trinity River valley Texas.pdf
118,Herman 2010.pdf,test1/Herman 2010.pdf,True,Herman F et al.-2010-EPSL-Uniform erosion rates and relief amplitude during glacial cycles in the Southern Alps of New Zealand as revealed f.pdf,Herman F et al.-2010-EPSL-Uniform erosion rates and relief amplitude during glacial cycles in the Southern Alps of New Zealand as revealed f.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Herman F et al.-2010-EPSL-Uniform erosion rates and relief amplitude during glacial cycles in the Southern Alps of New Zealand as revealed f.pdf
119,"Hetzel et al.-2004-tectonics-Late Pleistocene-Holocene slip rate of the Zhangye thrust (Qilian Shan, China) and implications for the active growth.pdf","test1/Hetzel et al.-2004-tectonics-Late Pleistocene-Holocene slip rate of the Zhangye thrust (Qilian Shan, China) and implications for the active growth.pdf",True,Hetzel R et al.-2004-Tectonics-Late Pleistocene Holocene slip rate of the Zhangye thrust Qilian Shan China and implications for the active g.pdf,Hetzel R et al.-2004-Tectonics-Late Pleistocene Holocene slip rate of the Zhangye thrust Qilian Shan China and implications for the active g.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hetzel R et al.-2004-Tectonics-Late Pleistocene Holocene slip rate of the Zhangye thrust Qilian Shan China and implications for the active g.pdf
120,Hetzel et al.-2019-EPSL-A constant slip rate for the western Qilian Shan frontal thrust during the last 200 ka consistent with GPS-derived and geological shortening rates..pdf,test1/Hetzel et al.-2019-EPSL-A constant slip rate for the western Qilian Shan frontal thrust during the last 200 ka consistent with GPS-derived and geological shortening rates..pdf,True,Hetzel R et al.-2019-EPSL-A constant slip rate for the western Qilian Shan frontal thrust during the last 200 ka consistent with GPS-derived.pdf,Hetzel R et al.-2019-EPSL-A constant slip rate for the western Qilian Shan frontal thrust during the last 200 ka consistent with GPS-derived.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hetzel R et al.-2019-EPSL-A constant slip rate for the western Qilian Shan frontal thrust during the last 200 ka consistent with GPS-derived.pdf
121,"Hilley & Strecker-2005-GSAB-Processes of oscillatory basin filling and excavation in a tectonically active orogen, Quebrada del Toro Basin, NW Argentina.pdf","test1/Hilley & Strecker-2005-GSAB-Processes of oscillatory basin filling and excavation in a tectonically active orogen, Quebrada del Toro Basin, NW Argentina.pdf",True,Hilley GE & Strecker MR-2005-GSAB-Processes of oscillatory basin filling and excavation in a tectonically active orogen Quebrada del Toro Basin NW Argentina.pdf,Hilley GE & Strecker MR-2005-GSAB-Processes of oscillatory basin filling and excavation in a tectonically active orogen Quebrada del Toro Basin NW Argentina.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hilley GE & Strecker MR-2005-GSAB-Processes of oscillatory basin filling and excavation in a tectonically active orogen Quebrada del Toro Basin NW Argentina.pdf
122,Hillslope_Sediment_Supply_Limits_Alluvial_Valley_W.pdf,test1/Hillslope_Sediment_Supply_Limits_Alluvial_Valley_W.pdf,True,Tofelde S et al.-2022-AGUA-Hillslope Sediment Supply Limits Alluvial Valley Width.pdf,Tofelde S et al.-2022-AGUA-Hillslope Sediment Supply Limits Alluvial Valley Width.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Tofelde S et al.-2022-AGUA-Hillslope Sediment Supply Limits Alluvial Valley Width.pdf
123,Holocene moist period recorded by the chronostratigraphy of a lake sedimentary.pdf,test1/Holocene moist period recorded by the chronostratigraphy of a lake sedimentary.pdf,True,Long H et al.-2011-QG-Holocene moist period recorded by chronostratigraphy of lake sedimentary sequence from Lake Tangra Yumco on south Tibetan Plateau.pdf,Long H et al.-2011-QG-Holocene moist period recorded by chronostratigraphy of lake sedimentary sequence from Lake Tangra Yumco on south Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Long H et al.-2011-QG-Holocene moist period recorded by chronostratigraphy of lake sedimentary sequence from Lake Tangra Yumco on south Tibetan Plateau.pdf
124,How “wet islands” form – A case study of the Qilian Mountains on the arid northern Tibetan Plateau during the Middle Miocene.pdf,test1/How “wet islands” form – A case study of the Qilian Mountains on the arid northern Tibetan Plateau during the Middle Miocene.pdf,True,Yang Y et al.-2025-ESR-How wet islands form A case study of the Qilian Mountains on the arid northern Tibetan Plateau during the Middle Miocene.pdf,Yang Y et al.-2025-ESR-How wet islands form A case study of the Qilian Mountains on the arid northern Tibetan Plateau during the Middle Miocene.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Yang Y et al.-2025-ESR-How wet islands form A case study of the Qilian Mountains on the arid northern Tibetan Plateau during the Middle Miocene.pdf
125,"Hu KH et al.-2021-Recurrent dammed-lake outburst superfloods in the Yigong river, southeastern margin of the Tibet.pdf","test1/Hu KH et al.-2021-Recurrent dammed-lake outburst superfloods in the Yigong river, southeastern margin of the Tibet.pdf",True,Hu K et al.-2021-RS-Recurrent dammed-lake outburst superfloods in the Yigong river southeastern margin of the Tibet.pdf,Hu K et al.-2021-RS-Recurrent dammed-lake outburst superfloods in the Yigong river southeastern margin of the Tibet.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hu K et al.-2021-RS-Recurrent dammed-lake outburst superfloods in the Yigong river southeastern margin of the Tibet.pdf
126,"Hu XF et al.-2013-Tectonics-Rates and kinematics of active shortening along the eastern Qilian Shan, China, inferred from deformed fluvial terraces.pdf","test1/Hu XF et al.-2013-Tectonics-Rates and kinematics of active shortening along the eastern Qilian Shan, China, inferred from deformed fluvial terraces.pdf",True,Hu X et al.-2015-Tectonics-Rates and kinematics of active shortening along the eastern Qilian Shan China inferred from deformed fluvial terraces.pdf,Hu X et al.-2015-Tectonics-Rates and kinematics of active shortening along the eastern Qilian Shan China inferred from deformed fluvial terraces.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hu X et al.-2015-Tectonics-Rates and kinematics of active shortening along the eastern Qilian Shan China inferred from deformed fluvial terraces.pdf
127,"Hu XF et al.-2023-EPSL-Fluvial evolution in a growing thrust-fold range of the Yumu Shan, NE Tibetan Plateau.pdf","test1/Hu XF et al.-2023-EPSL-Fluvial evolution in a growing thrust-fold range of the Yumu Shan, NE Tibetan Plateau.pdf",True,Hu X et al.-2022-EPSL-Fluvial evolution in a growing thrust-fold range of the Yumu Shan NE Tibetan Plateau.pdf,Hu X et al.-2022-EPSL-Fluvial evolution in a growing thrust-fold range of the Yumu Shan NE Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hu X et al.-2022-EPSL-Fluvial evolution in a growing thrust-fold range of the Yumu Shan NE Tibetan Plateau.pdf
128,HydrologicalProcesses-2022-Lu-ProglacialriversedimentfluxesinthesoutheasternTibetanPlateauMingyongGlacier.pdf,test1/HydrologicalProcesses-2022-Lu-ProglacialriversedimentfluxesinthesoutheasternTibetanPlateauMingyongGlacier.pdf,True,Lu X et al.-2022-HP-Proglacial river sediment fluxes in the southeastern Tibetan Plateau Mingyong Glacier in the Upper Mekong River.pdf,Lu X et al.-2022-HP-Proglacial river sediment fluxes in the southeastern Tibetan Plateau Mingyong Glacier in the Upper Mekong River.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Lu X et al.-2022-HP-Proglacial river sediment fluxes in the southeastern Tibetan Plateau Mingyong Glacier in the Upper Mekong River.pdf
129,Inoue T. et al-2023-Geology-Waterfall height sets the mechanism and rate of upstream retreat.pdf,test1/Inoue T. et al-2023-Geology-Waterfall height sets the mechanism and rate of upstream retreat.pdf,True,Inoue T et al.-2023-Geology-Waterfall height sets the mechanism and rate of upstream retreat.pdf,Inoue T et al.-2023-Geology-Waterfall height sets the mechanism and rate of upstream retreat.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Inoue T et al.-2023-Geology-Waterfall height sets the mechanism and rate of upstream retreat.pdf
130,Inplications of sediment-flux-dependent river incision models for landscape evolution.pdf,test1/Inplications of sediment-flux-dependent river incision models for landscape evolution.pdf,True,Whipple KX & Tucker GE-2002-JGR-Implications of sediment-flux-dependent river incision models for landscape evolution.pdf,Whipple KX & Tucker GE-2002-JGR-Implications of sediment-flux-dependent river incision models for landscape evolution.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Whipple KX & Tucker GE-2002-JGR-Implications of sediment-flux-dependent river incision models for landscape evolution.pdf
131,IsoplotR (1).pdf,test1/IsoplotR (1).pdf,False,,,skipped,Not a research paper
132,IsoplotR.pdf,test1/IsoplotR.pdf,False,,,skipped,Not a research paper
133,IsoplotRV3.pdf,test1/IsoplotRV3.pdf,False,,,skipped,Not a research paper
134,JGR Earth Surface - 2022 - Ben‐Israel - Sediment Residence Times in Large Rivers Quantified Using a Cosmogenic Nuclides.pdf,test1/JGR Earth Surface - 2022 - Ben‐Israel - Sediment Residence Times in Large Rivers Quantified Using a Cosmogenic Nuclides.pdf,True,Ben-Israel M et al.-2022-JGRES-Sediment Residence Times in Large Rivers Quantified Using a Cosmogenic Nuclides Based Transport Model and Imp.pdf,Ben-Israel M et al.-2022-JGRES-Sediment Residence Times in Large Rivers Quantified Using a Cosmogenic Nuclides Based Transport Model and Imp.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Ben-Israel M et al.-2022-JGRES-Sediment Residence Times in Large Rivers Quantified Using a Cosmogenic Nuclides Based Transport Model and Imp.pdf
135,JGR Earth Surface - 2023 - Li - Provenance Analysis of Yellow River Terraces Highlights Causes of Siltation and Natural.pdf,test1/JGR Earth Surface - 2023 - Li - Provenance Analysis of Yellow River Terraces Highlights Causes of Siltation and Natural.pdf,True,Li M et al.-2023-JGRES-Provenance Analysis of Yellow River Terraces Highlights Causes of Siltation and Natural Hazards in the North China Plain.pdf,Li M et al.-2023-JGRES-Provenance Analysis of Yellow River Terraces Highlights Causes of Siltation and Natural Hazards in the North China Plain.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Li M et al.-2023-JGRES-Provenance Analysis of Yellow River Terraces Highlights Causes of Siltation and Natural Hazards in the North China Plain.pdf
136,Jainetal_Quaternaire.pdf,test1/Jainetal_Quaternaire.pdf,True,Jain M & Murray AS-2004-Quaternaire-Optically stimulated luminescence dating How significant is incomplete light exposure in fluvial environments.pdf,Jain M & Murray AS-2004-Quaternaire-Optically stimulated luminescence dating How significant is incomplete light exposure in fluvial environments.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jain M & Murray AS-2004-Quaternaire-Optically stimulated luminescence dating How significant is incomplete light exposure in fluvial environments.pdf
137,Jane SF et al.-2021-Nature-Widespread deoxygenation of temperate lakes.pdf,test1/Jane SF et al.-2021-Nature-Widespread deoxygenation of temperate lakes.pdf,True,Jane SF et al.-2021-Nature-Widespread deoxygenation of temperate lakes.pdf,Jane SF et al.-2021-Nature-Widespread deoxygenation of temperate lakes (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jane SF et al.-2021-Nature-Widespread deoxygenation of temperate lakes (2).pdf
138,"Jiang YT et al.-2024-ESR-Two-stage exhumatio, uplift, and basinward propagation of the Tian Shan during the late Cenozoic.pdf","test1/Jiang YT et al.-2024-ESR-Two-stage exhumatio, uplift, and basinward propagation of the Tian Shan during the late Cenozoic.pdf",False,,,skipped,Not a research paper
139,"Jonell TN et al.-2017-QR-Quantifying episodic erosion and transient storage on the western margin of the Tibetan Plateau, upper Indus River.pdf","test1/Jonell TN et al.-2017-QR-Quantifying episodic erosion and transient storage on the western margin of the Tibetan Plateau, upper Indus River.pdf",True,Jonell TN et al.-2017-QR-Quantifying episodic erosion and transient storage on the western margin of the Tibetan Plateau upper Indus River.pdf,Jonell TN et al.-2017-QR-Quantifying episodic erosion and transient storage on the western margin of the Tibetan Plateau upper Indus River.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jonell TN et al.-2017-QR-Quantifying episodic erosion and transient storage on the western margin of the Tibetan Plateau upper Indus River.pdf
140,Jonell TN et al.-2020-QSR-Revisiting growth and decline of late Quaternary mega-lakes across the south-central Tibetan Plateau.pdf,test1/Jonell TN et al.-2020-QSR-Revisiting growth and decline of late Quaternary mega-lakes across the south-central Tibetan Plateau.pdf,True,Jonell TN et al.-2020-QSR-Revisiting growth and decline of late Quaternary mega-lakes across the south-central Tibetan Plateau.pdf,Jonell TN et al.-2020-QSR-Revisiting growth and decline of late Quaternary mega-lakes across the south-central Tibetan Plateau (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jonell TN et al.-2020-QSR-Revisiting growth and decline of late Quaternary mega-lakes across the south-central Tibetan Plateau (2).pdf
141,Jonell et al.2022-EPSL-No modern Irrawaddy River until the late Miocene-Pliocene.pdf,test1/Jonell et al.2022-EPSL-No modern Irrawaddy River until the late Miocene-Pliocene.pdf,True,Jonell TN et al.-2022-EPSL-No modern Irrawaddy River until the late Miocene Pliocene.pdf,Jonell TN et al.-2022-EPSL-No modern Irrawaddy River until the late Miocene Pliocene.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Jonell TN et al.-2022-EPSL-No modern Irrawaddy River until the late Miocene Pliocene.pdf
142,"Juyal N et al.-2009-JAES-Reconstruction of Last Glacial to early Holocene monsoon variability from relict lake sediments of the Higher Central Himalaya, Uttrakhand, India.pdf","test1/Juyal N et al.-2009-JAES-Reconstruction of Last Glacial to early Holocene monsoon variability from relict lake sediments of the Higher Central Himalaya, Uttrakhand, India.pdf",True,Juyal N et al.-2009-JAES-Reconstruction of Last Glacial to early Holocene monsoon variability from relict lake sediments of the Higher Centr.pdf,Juyal N et al.-2009-JAES-Reconstruction of Last Glacial to early Holocene monsoon variability from relict lake sediments of the Higher Centr.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Juyal N et al.-2009-JAES-Reconstruction of Last Glacial to early Holocene monsoon variability from relict lake sediments of the Higher Centr.pdf
143,"KP McClain et al.-2021-Geomorphology-River, alluvial fan and landslide interactions in a tributary junction setting Implications for tectonic controls on Quaternary fluvial landscape development .pdf","test1/KP McClain et al.-2021-Geomorphology-River, alluvial fan and landslide interactions in a tributary junction setting Implications for tectonic controls on Quaternary fluvial landscape development .pdf",True,McClain KP et al.-2021-Geomorphology-River alluvial fan and landslide interactions in a tributary junction setting Implications for tectonic.pdf,McClain KP et al.-2021-Geomorphology-River alluvial fan and landslide interactions in a tributary junction setting Implications for tectonic.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/McClain KP et al.-2021-Geomorphology-River alluvial fan and landslide interactions in a tributary junction setting Implications for tectonic.pdf
144,KangH2025Geomorphology.ModernriversedimentsfromtheHeiheRiver.pdf,test1/KangH2025Geomorphology.ModernriversedimentsfromtheHeiheRiver.pdf,True,Kang H et al.-2025-Geomorphology-Geochemistry and geochronology of modern river sediments from the Heihe River on the northeastern Tibetan P.pdf,Kang H et al.-2025-Geomorphology-Geochemistry and geochronology of modern river sediments from the Heihe River on the northeastern Tibetan P.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Kang H et al.-2025-Geomorphology-Geochemistry and geochronology of modern river sediments from the Heihe River on the northeastern Tibetan P.pdf
145,"Krapf C et al.-2018- Optically stimulated luminescence dating revealing new insights into the age of major regolith units of the eastern Musgrave Province, South Australia. 2018..pdf","test1/Krapf C et al.-2018- Optically stimulated luminescence dating revealing new insights into the age of major regolith units of the eastern Musgrave Province, South Australia. 2018..pdf",False,,,skipped,Not a research paper
146,Lacustrine-fluvial-interactions-in-Australia-s-Riv_2017_Quaternary-Science-R.pdf,test1/Lacustrine-fluvial-interactions-in-Australia-s-Riv_2017_Quaternary-Science-R.pdf,True,Kemp J et al.-2017-QSR-Lacustrine-fluvial interactions in Australias Riverine Plains.pdf,Kemp J et al.-2017-QSR-Lacustrine-fluvial interactions in Australias Riverine Plains.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Kemp J et al.-2017-QSR-Lacustrine-fluvial interactions in Australias Riverine Plains.pdf
147,Lai JT & Anders-2021-ESD-Climatic controls on mountain glacier basal thermal regimes dictate spatial patterns of glacial erosion.pdf,test1/Lai JT & Anders-2021-ESD-Climatic controls on mountain glacier basal thermal regimes dictate spatial patterns of glacial erosion.pdf,True,Lai JT & Anders AM-2021-ESD-Climatic controls on mountain glacier basal thermal regimes dictate spatial patterns of glacial erosion.pdf,Lai JT & Anders AM-2021-ESD-Climatic controls on mountain glacier basal thermal regimes dictate spatial patterns of glacial erosion.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Lai JT & Anders AM-2021-ESD-Climatic controls on mountain glacier basal thermal regimes dictate spatial patterns of glacial erosion.pdf
148,"Lai JT-Climate-driven topographic asymmetry enhanced by glaciers, Implication for drainage reorganization in glacial landscapes.pdf","test1/Lai JT-Climate-driven topographic asymmetry enhanced by glaciers, Implication for drainage reorganization in glacial landscapes.pdf",True,Lai J & Huppert K-2024-GRL-Climate-driven topographic asymmetry enhanced by glaciers Implication for drainage reorganization in glacial landscapes.pdf,Lai J & Huppert K-2024-GRL-Climate-driven topographic asymmetry enhanced by glaciers Implication for drainage reorganization in glacial landscapes.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Lai J & Huppert K-2024-GRL-Climate-driven topographic asymmetry enhanced by glaciers Implication for drainage reorganization in glacial landscapes.pdf
149,LaiZPetal-2025-SA-Headwardincisionoflargeriversinresponsetoglacialsealevelfall.pdf,test1/LaiZPetal-2025-SA-Headwardincisionoflargeriversinresponsetoglacialsealevelfall.pdf,True,Lai Z et al.-2025-SA-Headward incision of large rivers in response to glacial sea level fall.pdf,Lai Z et al.-2025-SA-Headward incision of large rivers in response to glacial sea level fall.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Lai Z et al.-2025-SA-Headward incision of large rivers in response to glacial sea level fall.pdf
